datetime,temperature_K,temperature_mean_K,temperature_std_K
2023-02-25 01:30:00,276.66,276.56,0.21
2023-02-25 01:45:00,276.21,276.07,0.25
2023-02-25 02:00:00,276.6,276.49,0.23
2023-02-25 02:15:00,276.64,276.59,0.21
2023-02-25 02:30:00,276.0,275.98,0.22
2023-02-25 02:45:00,276.23,276.23,0.24
2023-02-25 03:00:00,276.47,276.46,0.22
2023-02-25 03:15:00,276.44,276.42,0.17
2023-02-25 03:30:00,276.28,276.27,0.18
2023-02-25 03:45:00,275.61,275.61,0.22
2023-02-25 04:00:00,275.56,275.56,0.19
2023-02-25 04:15:00,275.59,275.59,0.19
2023-02-25 04:30:00,276.14,276.15,0.21
2023-02-25 04:45:00,276.27,276.28,0.23
2023-02-25 05:00:00,276.28,276.29,0.22
2023-02-25 05:15:00,276.11,276.09,0.22
2023-02-25 05:30:00,275.9,275.87,0.23
2023-02-25 05:45:00,275.24,275.2,0.25
2023-02-25 06:00:00,275.81,275.77,0.22
2023-02-25 06:15:00,275.79,275.75,0.16
2023-02-25 06:30:00,276.48,276.43,0.19
2023-02-25 06:45:00,276.29,276.25,0.25
2023-02-25 07:00:00,276.55,276.49,0.21
2023-02-25 07:15:00,276.74,276.63,0.21
2023-02-25 07:30:00,276.33,276.16,0.24
2023-02-25 07:45:00,276.26,276.05,0.28
2023-02-25 08:00:00,276.73,276.54,0.26
2023-02-25 08:15:00,276.61,276.43,0.26
2023-02-25 08:30:00,277.23,277.06,0.28
2023-02-25 08:45:00,277.02,276.85,0.29
2023-02-25 09:00:00,277.41,277.25,0.28
2023-02-25 09:15:00,278.02,277.91,0.26
2023-02-25 09:30:00,278.53,278.48,0.28
2023-02-25 09:45:00,278.83,278.81,0.32
2023-02-25 10:00:00,278.96,278.92,0.28
2023-02-25 10:15:00,278.98,278.93,0.25
2023-02-25 10:30:00,279.43,279.4,0.29
2023-02-25 10:45:00,280.43,280.38,0.32
2023-02-25 11:00:00,279.95,279.91,0.3
2023-02-25 11:15:00,280.56,280.52,0.28
2023-02-25 11:30:00,281.0,280.97,0.31
2023-02-25 11:45:00,280.72,280.69,0.34
2023-02-25 12:00:00,280.4,280.39,0.29
2023-02-25 12:15:00,280.2,280.28,0.22
2023-02-25 12:30:00,280.13,280.29,0.24
2023-02-25 12:45:00,280.64,280.87,0.3
2023-02-25 13:00:00,280.3,280.47,0.26
2023-02-25 13:15:00,280.83,280.89,0.23
2023-02-25 13:30:00,280.61,280.57,0.26
2023-02-25 13:45:00,280.59,280.49,0.29
2023-02-25 14:00:00,280.36,280.3,0.26
2023-02-25 14:15:00,280.66,280.61,0.25
2023-02-25 14:30:00,280.13,280.08,0.28
2023-02-25 14:45:00,279.87,279.79,0.31
2023-02-25 15:00:00,279.86,279.79,0.27
2023-02-25 15:15:00,280.11,280.06,0.25
2023-02-25 15:30:00,280.4,280.37,0.31
2023-02-25 15:45:00,281.12,281.1,0.37
2023-02-25 16:00:00,280.55,280.53,0.31
2023-02-25 16:15:00,280.18,280.18,0.26
2023-02-25 16:30:00,280.03,280.05,0.25
2023-02-25 16:45:00,280.54,280.58,0.27
2023-02-25 17:00:00,280.09,280.11,0.25
2023-02-25 17:15:00,280.08,280.08,0.28
2023-02-25 17:30:00,279.29,279.27,0.36
2023-02-25 17:45:00,279.37,279.33,0.46
2023-02-25 18:00:00,279.13,279.1,0.38
2023-02-25 18:15:00,279.38,279.37,0.28
2023-02-25 18:30:00,279.29,279.29,0.29
2023-02-25 18:45:00,279.07,279.08,0.34
2023-02-25 19:00:00,278.73,278.71,0.29
2023-02-25 19:15:00,278.51,278.42,0.24
2023-02-25 19:30:00,278.43,278.26,0.27
2023-02-25 19:45:00,278.44,278.22,0.31
2023-02-25 20:00:00,278.27,278.09,0.28
2023-02-25 20:15:00,278.15,278.04,0.27
2023-02-25 20:30:00,278.1,278.05,0.27
2023-02-25 20:45:00,278.11,278.08,0.28
2023-02-25 21:00:00,278.41,278.38,0.27
2023-02-25 21:15:00,278.31,278.36,0.27
2023-02-25 21:30:00,277.55,277.68,0.33
2023-02-25 21:45:00,277.71,277.9,0.39
2023-02-25 22:00:00,277.5,277.66,0.34
2023-02-25 22:15:00,277.92,278.03,0.3
2023-02-25 22:30:00,278.02,278.09,0.32
2023-02-25 22:45:00,277.42,277.47,0.35
2023-02-25 23:00:00,277.75,277.79,0.33
2023-02-25 23:15:00,277.25,277.21,0.33
2023-02-25 23:30:00,277.5,277.37,0.36
2023-02-25 23:45:00,277.04,276.85,0.39
2023-02-26 00:00:00,276.36,276.35,0.42
2023-02-26 00:15:00,276.57,276.52,0.4
2023-02-26 00:30:00,276.53,276.4,0.38
2023-02-26 00:45:00,276.37,276.18,0.37
2023-02-26 01:00:00,276.52,276.33,0.37
2023-02-26 01:15:00,275.88,275.61,0.37
2023-02-26 01:30:00,276.05,275.69,0.39
2023-02-26 01:45:00,275.58,275.15,0.42
2023-02-26 02:00:00,276.03,275.61,0.4
2023-02-26 02:15:00,276.24,275.75,0.38
2023-02-26 02:30:00,275.76,275.17,0.39
2023-02-26 02:45:00,276.09,275.44,0.41
2023-02-26 03:00:00,276.19,275.62,0.4
2023-02-26 03:15:00,275.83,275.43,0.44
2023-02-26 03:30:00,275.35,275.12,0.52
2023-02-26 03:45:00,274.48,274.35,0.59
2023-02-26 04:00:00,274.5,274.35,0.53
2023-02-26 04:15:00,274.37,274.37,0.47
2023-02-26 04:30:00,274.72,274.9,0.48
2023-02-26 04:45:00,274.68,275.0,0.52
2023-02-26 05:00:00,274.7,274.96,0.49
2023-02-26 05:15:00,274.28,274.57,0.53
2023-02-26 05:30:00,273.78,274.13,0.65
2023-02-26 05:45:00,272.91,273.32,0.74
2023-02-26 06:00:00,273.56,273.92,0.66
2023-02-26 06:15:00,273.5,273.71,0.54
2023-02-26 06:30:00,274.1,274.16,0.48
2023-02-26 06:45:00,273.83,273.8,0.48
2023-02-26 07:00:00,274.06,274.09,0.47
2023-02-26 07:15:00,274.02,274.08,0.45
2023-02-26 07:30:00,273.36,273.42,0.45
2023-02-26 07:45:00,273.11,273.16,0.45
2023-02-26 08:00:00,273.71,273.73,0.42
2023-02-26 08:15:00,273.79,273.7,0.37
2023-02-26 08:30:00,274.57,274.36,0.36
2023-02-26 08:45:00,274.45,274.16,0.39
2023-02-26 09:00:00,274.83,274.59,0.36
2023-02-26 09:15:00,275.59,275.39,0.31
2023-02-26 09:30:00,276.28,276.11,0.32
2023-02-26 09:45:00,276.72,276.55,0.36
2023-02-26 10:00:00,276.74,276.55,0.33
2023-02-26 10:15:00,276.61,276.36,0.3
2023-02-26 10:30:00,276.94,276.63,0.32
2023-02-26 10:45:00,277.89,277.54,0.34
2023-02-26 11:00:00,277.49,277.18,0.32
2023-02-26 11:15:00,278.27,278.02,0.29
2023-02-26 11:30:00,278.88,278.7,0.3
2023-02-26 11:45:00,278.7,278.56,0.33
2023-02-26 12:00:00,278.4,278.25,0.3
2023-02-26 12:15:00,278.51,278.38,0.29
2023-02-26 12:30:00,278.79,278.7,0.34
2023-02-26 12:45:00,279.56,279.49,0.38
2023-02-26 13:00:00,279.13,279.06,0.34
2023-02-26 13:15:00,279.76,279.72,0.3
2023-02-26 13:30:00,279.72,279.7,0.29
2023-02-26 13:45:00,279.85,279.86,0.31
2023-02-26 14:00:00,279.56,279.59,0.3
2023-02-26 14:15:00,279.88,280.04,0.37
2023-02-26 14:30:00,279.39,279.69,0.48
2023-02-26 14:45:00,279.16,279.56,0.56
2023-02-26 15:00:00,279.09,279.38,0.49
2023-02-26 15:15:00,279.14,279.2,0.42
2023-02-26 15:30:00,279.24,279.09,0.43
2023-02-26 15:45:00,279.83,279.54,0.48
2023-02-26 16:00:00,279.27,279.1,0.44
2023-02-26 16:15:00,278.66,278.64,0.38
2023-02-26 16:30:00,278.24,278.34,0.36
2023-02-26 16:45:00,278.55,278.71,0.37
2023-02-26 17:00:00,278.23,278.33,0.35
2023-02-26 17:15:00,278.33,278.38,0.29
2023-02-26 17:30:00,277.61,277.62,0.25
2023-02-26 17:45:00,277.71,277.71,0.23
2023-02-26 18:00:00,277.45,277.46,0.22
2023-02-26 18:15:00,277.72,277.72,0.19
2023-02-26 18:30:00,277.66,277.64,0.19
2023-02-26 18:45:00,277.46,277.43,0.21
2023-02-26 19:00:00,277.07,277.04,0.2
2023-02-26 19:15:00,276.67,276.66,0.2
2023-02-26 19:30:00,276.41,276.4,0.21
2023-02-26 19:45:00,276.3,276.29,0.22
2023-02-26 20:00:00,276.18,276.16,0.21
2023-02-26 20:15:00,276.01,275.97,0.2
2023-02-26 20:30:00,275.87,275.82,0.21
2023-02-26 20:45:00,275.8,275.73,0.22
2023-02-26 21:00:00,276.17,276.11,0.21
2023-02-26 21:15:00,276.25,276.19,0.21
2023-02-26 21:30:00,275.65,275.59,0.23
2023-02-26 21:45:00,275.92,275.85,0.25
2023-02-26 22:00:00,275.63,275.59,0.21
2023-02-26 22:15:00,275.97,276.04,0.17
2023-02-26 22:30:00,276.0,276.18,0.24
2023-02-26 22:45:00,275.37,275.62,0.33
2023-02-26 23:00:00,275.81,275.98,0.29
2023-02-26 23:15:00,275.66,275.67,0.31
2023-02-26 23:30:00,276.27,276.12,0.37
2023-02-26 23:45:00,276.05,275.8,0.44
2023-02-27 00:00:00,276.575,276.52,0.27
2023-02-27 00:15:00,276.8,276.75,0.27
2023-02-27 00:30:00,276.79,276.76,0.27
2023-02-27 00:45:00,276.67,276.66,0.28
2023-02-27 01:00:00,276.82,276.81,0.28
2023-02-27 01:15:00,276.22,276.22,0.3
2023-02-27 01:30:00,276.44,276.47,0.33
2023-02-27 01:45:00,276.0,276.06,0.36
2023-02-27 02:00:00,276.44,276.47,0.34
2023-02-27 02:15:00,276.68,276.65,0.34
2023-02-27 02:30:00,276.25,276.16,0.35
2023-02-27 02:45:00,276.62,276.49,0.37
2023-02-27 03:00:00,276.84,276.73,0.34
2023-02-27 03:15:00,277.0,276.88,0.3
2023-02-27 03:30:00,277.07,276.93,0.31
2023-02-27 03:45:00,276.58,276.41,0.35
2023-02-27 04:00:00,276.41,276.26,0.32
2023-02-27 04:15:00,276.29,276.18,0.29
2023-02-27 04:30:00,276.74,276.66,0.28
2023-02-27 04:45:00,276.81,276.76,0.28
2023-02-27 05:00:00,276.86,276.79,0.28
2023-02-27 05:15:00,276.68,276.59,0.29
2023-02-27 05:30:00,276.44,276.34,0.32
2023-02-27 05:45:00,275.75,275.65,0.35
2023-02-27 06:00:00,276.23,276.15,0.32
2023-02-27 06:15:00,275.83,275.8,0.32
2023-02-27 06:30:00,276.12,276.15,0.37
2023-02-27 06:45:00,275.66,275.73,0.43
2023-02-27 07:00:00,276.04,276.08,0.39
2023-02-27 07:15:00,276.18,276.17,0.39
2023-02-27 07:30:00,275.64,275.6,0.41
2023-02-27 07:45:00,275.45,275.39,0.43
2023-02-27 08:00:00,275.9,275.89,0.42
2023-02-27 08:15:00,275.54,275.66,0.42
2023-02-27 08:30:00,275.9,276.15,0.43
2023-02-27 08:45:00,275.5,275.83,0.45
2023-02-27 09:00:00,275.94,276.18,0.44
2023-02-27 09:15:00,276.39,276.44,0.42
2023-02-27 09:30:00,276.7,276.57,0.42
2023-02-27 09:45:00,276.83,276.59,0.43
2023-02-27 10:00:00,276.88,276.75,0.42
2023-02-27 10:15:00,276.32,276.35,0.41
2023-02-27 10:30:00,276.14,276.32,0.41
2023-02-27 10:45:00,276.71,276.97,0.41
2023-02-27 11:00:00,276.45,276.64,0.41
2023-02-27 11:15:00,277.09,277.22,0.43
2023-02-27 11:30:00,277.47,277.55,0.46
2023-02-27 11:45:00,277.09,277.16,0.49
2023-02-27 12:00:00,276.86,276.93,0.46
2023-02-27 12:15:00,276.91,276.96,0.42
2023-02-27 12:30:00,277.08,277.1,0.43
2023-02-27 12:45:00,277.76,277.75,0.45
2023-02-27 13:00:00,277.32,277.33,0.43
2023-02-27 13:15:00,277.78,277.83,0.43
2023-02-27 13:30:00,277.54,277.63,0.44
2023-02-27 13:45:00,277.52,277.64,0.45
2023-02-27 14:00:00,277.41,277.51,0.46
2023-02-27 14:15:00,278.12,278.21,0.53
2023-02-27 14:30:00,278.0,278.1,0.6
2023-02-27 14:45:00,278.01,278.11,0.65
2023-02-27 15:00:00,277.78,277.89,0.6
2023-02-27 15:15:00,277.71,277.86,0.53
2023-02-27 15:30:00,277.75,277.95,0.49
2023-02-27 15:45:00,278.33,278.56,0.5
2023-02-27 16:00:00,277.89,278.09,0.49
2023-02-27 16:15:00,277.66,277.85,0.47
2023-02-27 16:30:00,277.61,277.79,0.46
2023-02-27 16:45:00,278.17,278.34,0.46
2023-02-27 17:00:00,277.76,277.91,0.42
2023-02-27 17:15:00,278.02,278.07,0.3
2023-02-27 17:30:00,277.53,277.48,0.21
2023-02-27 17:45:00,277.83,277.7,0.2
2023-02-27 18:00:00,277.52,277.43,0.19
2023-02-27 18:15:00,277.9,277.8,0.2
2023-02-27 18:30:00,278.0,277.88,0.26
2023-02-27 18:45:00,277.93,277.79,0.33
2023-02-27 19:00:00,277.51,277.35,0.28
2023-02-27 19:15:00,277.21,276.99,0.23
2023-02-27 19:30:00,277.07,276.77,0.22
2023-02-27 19:45:00,277.06,276.71,0.24
2023-02-27 20:00:00,276.9,276.6,0.23
2023-02-27 20:15:00,276.75,276.54,0.25
2023-02-27 20:30:00,276.66,276.53,0.29
2023-02-27 20:45:00,276.63,276.54,0.33
2023-02-27 21:00:00,277.01,276.9,0.29
2023-02-27 21:15:00,277.16,277.08,0.26
2023-02-27 21:30:00,276.65,276.62,0.28
2023-02-27 21:45:00,276.98,276.98,0.32
2023-02-27 22:00:00,276.63,276.63,0.3
2023-02-27 22:15:00,276.84,276.88,0.31
2023-02-27 22:30:00,276.75,276.84,0.34
2023-02-27 22:45:00,276.04,276.18,0.37
2023-02-27 23:00:00,276.49,276.58,0.34
2023-02-27 23:15:00,276.19,276.19,0.3
2023-02-27 23:30:00,276.61,276.54,0.28
2023-02-27 23:45:00,276.26,276.14,0.28
2023-02-28 00:00:00,276.62,276.51,0.25
2023-02-28 00:15:00,276.79,276.69,0.24
2023-02-28 00:30:00,276.67,276.6,0.21
2023-02-28 00:45:00,276.45,276.41,0.2
2023-02-28 01:00:00,276.6,276.56,0.2
2023-02-28 01:15:00,275.87,275.86,0.19
2023-02-28 01:30:00,275.94,275.97,0.19
2023-02-28 01:45:00,275.39,275.45,0.2
2023-02-28 02:00:00,275.86,275.89,0.19
2023-02-28 02:15:00,276.0,275.99,0.18
2023-02-28 02:30:00,275.44,275.4,0.19
2023-02-28 02:45:00,275.71,275.65,0.2
2023-02-28 03:00:00,275.96,275.9,0.19
2023-02-28 03:15:00,276.08,275.99,0.19
2023-02-28 03:30:00,276.09,275.96,0.21
2023-02-28 03:45:00,275.54,275.38,0.24
2023-02-28 04:00:00,275.45,275.3,0.22
2023-02-28 04:15:00,275.53,275.37,0.22
2023-02-28 04:30:00,276.17,276.0,0.25
2023-02-28 04:45:00,276.38,276.2,0.27
2023-02-28 05:00:00,276.36,276.18,0.25
2023-02-28 05:15:00,276.18,276.0,0.25
2023-02-28 05:30:00,275.97,275.79,0.29
2023-02-28 05:45:00,275.33,275.14,0.32
2023-02-28 06:00:00,275.85,275.67,0.3
2023-02-28 06:15:00,275.64,275.5,0.26
2023-02-28 06:30:00,276.14,276.05,0.24
2023-02-28 06:45:00,275.82,275.77,0.25
2023-02-28 07:00:00,276.11,276.04,0.25
2023-02-28 07:15:00,276.14,276.08,0.26
2023-02-28 07:30:00,275.54,275.49,0.27
2023-02-28 07:45:00,275.32,275.28,0.29
2023-02-28 08:00:00,275.86,275.82,0.27
2023-02-28 08:15:00,275.79,275.74,0.24
2023-02-28 08:30:00,276.43,276.38,0.21
2023-02-28 08:45:00,276.21,276.17,0.19
2023-02-28 09:00:00,276.59,276.55,0.19
2023-02-28 09:15:00,277.18,277.15,0.17
2023-02-28 09:30:00,277.68,277.65,0.16
2023-02-28 09:45:00,277.97,277.94,0.17
2023-02-28 10:00:00,278.06,278.0,0.17
2023-02-28 10:15:00,277.91,277.73,0.21
2023-02-28 10:30:00,278.2,277.89,0.28
2023-02-28 10:45:00,279.1,278.7,0.33
2023-02-28 11:00:00,278.67,278.33,0.31
2023-02-28 11:15:00,279.27,279.0,0.34
2023-02-28 11:30:00,279.68,279.47,0.41
2023-02-28 11:45:00,279.36,279.18,0.46
2023-02-28 12:00:00,279.14,278.97,0.43
2023-02-28 12:15:00,279.3,279.18,0.42
2023-02-28 12:30:00,279.58,279.55,0.48
2023-02-28 12:45:00,280.34,280.36,0.54
2023-02-28 13:00:00,279.78,279.78,0.52
2023-02-28 13:15:00,279.94,279.96,0.59
2023-02-28 13:30:00,279.4,279.45,0.7
2023-02-28 13:45:00,279.19,279.27,0.78
2023-02-28 14:00:00,279.16,279.25,0.74
2023-02-28 14:15:00,279.82,279.94,0.74
2023-02-28 14:30:00,279.61,279.77,0.77
2023-02-28 14:45:00,279.53,279.72,0.81
2023-02-28 15:00:00,279.39,279.55,0.75
2023-02-28 15:15:00,279.58,279.66,0.59
2023-02-28 15:30:00,279.86,279.87,0.47
2023-02-28 15:45:00,280.6,280.56,0.44
2023-02-28 16:00:00,280.03,280.01,0.46
2023-02-28 16:15:00,279.63,279.58,0.47
2023-02-28 16:30:00,279.45,279.36,0.48
2023-02-28 16:45:00,279.94,279.81,0.49
2023-02-28 17:00:00,279.54,279.43,0.47
2023-02-28 17:15:00,279.66,279.56,0.4
2023-02-28 17:30:00,279.01,278.91,0.35
2023-02-28 17:45:00,279.18,279.08,0.32
2023-02-28 18:00:00,278.93,278.84,0.32
2023-02-28 18:15:00,279.33,279.31,0.28
2023-02-28 18:30:00,279.43,279.47,0.25
2023-02-28 18:45:00,279.34,279.42,0.25
2023-02-28 19:00:00,278.9,278.94,0.25
2023-02-28 19:15:00,278.54,278.49,0.28
2023-02-28 19:30:00,278.34,278.22,0.33
2023-02-28 19:45:00,278.29,278.12,0.37
2023-02-28 20:00:00,278.13,278.02,0.36
2023-02-28 20:15:00,277.93,277.91,0.39
2023-02-28 20:30:00,277.76,277.83,0.45
2023-02-28 20:45:00,277.68,277.8,0.51
2023-02-28 21:00:00,278.06,278.17,0.45
2023-02-28 21:15:00,278.15,278.29,0.36
2023-02-28 21:30:00,277.56,277.76,0.33
2023-02-28 21:45:00,277.82,278.08,0.35
2023-02-28 22:00:00,277.46,277.69,0.34
2023-02-28 22:15:00,277.49,277.7,0.33
2023-02-28 22:30:00,277.22,277.42,0.32
2023-02-28 22:45:00,276.38,276.58,0.32
2023-02-28 23:00:00,276.84,277.03,0.31
2023-02-28 23:15:00,276.36,276.5,0.28
2023-02-28 23:30:00,276.57,276.65,0.26
2023-02-28 23:45:00,276.06,276.09,0.26
2023-03-01 00:00:00,278.33,278.34,0.27
2023-03-01 00:15:00,278.47,278.49,0.26
2023-03-01 00:30:00,278.31,278.33,0.25
2023-03-01 00:45:00,278.05,278.07,0.24
2023-03-01 01:00:00,278.2,278.22,0.24
2023-03-01 01:15:00,277.42,277.44,0.23
2023-03-01 01:30:00,277.43,277.46,0.23
2023-03-01 01:45:00,276.84,276.86,0.23
2023-03-01 02:00:00,277.29,277.31,0.23
2023-03-01 02:15:00,277.3,277.29,0.21
2023-03-01 02:30:00,276.59,276.55,0.21
2023-03-01 02:45:00,276.76,276.69,0.21
2023-03-01 03:00:00,276.99,276.94,0.21
2023-03-01 03:15:00,276.82,276.78,0.24
2023-03-01 03:30:00,276.51,276.48,0.32
2023-03-01 03:45:00,275.73,275.7,0.38
2023-03-01 04:00:00,275.76,275.72,0.33
2023-03-01 04:15:00,275.88,275.83,0.27
2023-03-01 04:30:00,276.51,276.45,0.23
2023-03-01 04:45:00,276.68,276.62,0.23
2023-03-01 05:00:00,276.64,276.59,0.23
2023-03-01 05:15:00,276.36,276.33,0.24
2023-03-01 05:30:00,276.06,276.05,0.26
2023-03-01 05:45:00,275.35,275.34,0.27
2023-03-01 06:00:00,275.87,275.84,0.26
2023-03-01 06:15:00,275.55,275.43,0.25
2023-03-01 06:30:00,275.92,275.7,0.28
2023-03-01 06:45:00,275.51,275.23,0.32
2023-03-01 07:00:00,275.88,275.63,0.29
2023-03-01 07:15:00,276.07,275.82,0.27
2023-03-01 07:30:00,275.6,275.34,0.28
2023-03-01 07:45:00,275.46,275.19,0.29
2023-03-01 08:00:00,276.03,275.78,0.27
2023-03-01 08:15:00,276.22,276.02,0.24
2023-03-01 08:30:00,277.15,277.0,0.23
2023-03-01 08:45:00,277.15,277.06,0.2
2023-03-01 09:00:00,277.47,277.35,0.2
2023-03-01 09:15:00,278.22,278.06,0.22
2023-03-01 09:30:00,278.94,278.75,0.29
2023-03-01 09:45:00,279.39,279.19,0.35
2023-03-01 10:00:00,279.53,279.35,0.3
2023-03-01 10:15:00,279.83,279.71,0.25
2023-03-01 10:30:00,280.62,280.55,0.22
2023-03-01 10:45:00,281.62,281.55,0.22
2023-03-01 11:00:00,281.26,281.2,0.22
2023-03-01 11:15:00,282.26,282.2,0.22
2023-03-01 11:30:00,283.26,283.2,0.22
2023-03-01 11:45:00,283.59,283.64,0.24
2023-03-01 12:00:00,283.13,283.16,0.2
2023-03-01 12:15:00,283.19,283.21,0.21
2023-03-01 12:30:00,283.49,283.5,0.36
2023-03-01 12:45:00,284.31,284.32,0.47
2023-03-01 13:00:00,283.79,283.81,0.4
2023-03-01 13:15:00,284.1,284.12,0.36
2023-03-01 13:30:00,283.72,283.74,0.37
2023-03-01 13:45:00,283.62,283.64,0.41
2023-03-01 14:00:00,283.48,283.51,0.39
2023-03-01 14:15:00,283.93,283.98,0.38
2023-03-01 14:30:00,283.53,283.59,0.43
2023-03-01 14:45:00,283.33,283.41,0.48
2023-03-01 15:00:00,283.3,283.38,0.42
2023-03-01 15:15:00,283.65,283.75,0.31
2023-03-01 15:30:00,284.07,284.19,0.29
2023-03-01 15:45:00,284.88,285.02,0.33
2023-03-01 16:00:00,284.26,284.38,0.29
2023-03-01 16:15:00,283.83,283.92,0.24
2023-03-01 16:30:00,283.65,283.71,0.21
2023-03-01 16:45:00,284.15,284.2,0.2
2023-03-01 17:00:00,283.73,283.78,0.2
2023-03-01 17:15:00,283.79,283.81,0.19
2023-03-01 17:30:00,283.06,283.06,0.19
2023-03-01 17:45:00,283.19,283.16,0.19
2023-03-01 18:00:00,282.9,282.87,0.18
2023-03-01 18:15:00,283.06,283.01,0.17
2023-03-01 18:30:00,282.88,282.81,0.24
2023-03-01 18:45:00,282.6,282.51,0.3
2023-03-01 19:00:00,282.28,282.19,0.26
2023-03-01 19:15:00,282.0,281.89,0.21
2023-03-01 19:30:00,281.83,281.71,0.2
2023-03-01 19:45:00,281.78,281.64,0.21
2023-03-01 20:00:00,281.64,281.5,0.2
2023-03-01 20:15:00,281.56,281.37,0.2
2023-03-01 20:30:00,281.53,281.28,0.23
2023-03-01 20:45:00,281.53,281.25,0.26
2023-03-01 21:00:00,281.86,281.62,0.24
2023-03-01 21:15:00,281.9,281.73,0.22
2023-03-01 21:30:00,281.28,281.18,0.25
2023-03-01 21:45:00,281.54,281.48,0.28
2023-03-01 22:00:00,281.25,281.16,0.26
2023-03-01 22:15:00,281.55,281.42,0.24
2023-03-01 22:30:00,281.55,281.39,0.24
2023-03-01 22:45:00,280.89,280.72,0.25
2023-03-01 23:00:00,281.27,281.13,0.24
2023-03-01 23:15:00,280.83,280.76,0.25
2023-03-01 23:30:00,281.13,281.12,0.27
2023-03-01 23:45:00,280.69,280.73,0.29
2023-03-02 00:00:00,281.19000000000005,281.17,0.23
2023-03-02 00:15:00,281.39,281.39,0.22
2023-03-02 00:30:00,281.34,281.37,0.21
2023-03-02 00:45:00,281.19,281.24,0.21
2023-03-02 01:00:00,281.34,281.39,0.21
2023-03-02 01:15:00,280.68,280.77,0.22
2023-03-02 01:30:00,280.85,280.98,0.24
2023-03-02 01:45:00,280.37,280.53,0.26
2023-03-02 02:00:00,280.78,280.92,0.25
2023-03-02 02:15:00,280.85,280.96,0.25
2023-03-02 02:30:00,280.22,280.31,0.27
2023-03-02 02:45:00,280.45,280.53,0.28
2023-03-02 03:00:00,280.72,280.81,0.26
2023-03-02 03:15:00,280.79,280.88,0.21
2023-03-02 03:30:00,280.74,280.84,0.23
2023-03-02 03:45:00,280.15,280.24,0.28
2023-03-02 04:00:00,280.07,280.15,0.25
2023-03-02 04:15:00,280.11,280.17,0.22
2023-03-02 04:30:00,280.71,280.74,0.22
2023-03-02 04:45:00,280.88,280.89,0.23
2023-03-02 05:00:00,280.85,280.87,0.23
2023-03-02 05:15:00,280.55,280.58,0.23
2023-03-02 05:30:00,280.22,280.25,0.24
2023-03-02 05:45:00,279.48,279.51,0.26
2023-03-02 06:00:00,280.03,280.05,0.24
2023-03-02 06:15:00,279.77,279.77,0.22
2023-03-02 06:30:00,280.19,280.18,0.26
2023-03-02 06:45:00,279.82,279.8,0.3
2023-03-02 07:00:00,280.13,280.12,0.26
2023-03-02 07:15:00,280.17,280.18,0.23
2023-03-02 07:30:00,279.56,279.59,0.22
2023-03-02 07:45:00,279.32,279.38,0.22
2023-03-02 08:00:00,279.89,279.93,0.22
2023-03-02 08:15:00,279.89,279.9,0.21
2023-03-02 08:30:00,280.6,280.59,0.21
2023-03-02 08:45:00,280.43,280.41,0.21
2023-03-02 09:00:00,280.76,280.75,0.2
2023-03-02 09:15:00,281.27,281.25,0.21
2023-03-02 09:30:00,281.69,281.66,0.26
2023-03-02 09:45:00,281.92,281.89,0.31
2023-03-02 10:00:00,282.08,282.05,0.28
2023-03-02 10:15:00,282.1,282.02,0.28
2023-03-02 10:30:00,282.55,282.42,0.3
2023-03-02 10:45:00,283.55,283.38,0.32
2023-03-02 11:00:00,283.14,283.0,0.31
2023-03-02 11:15:00,284.02,283.91,0.31
2023-03-02 11:30:00,284.75,284.67,0.32
2023-03-02 11:45:00,284.66,284.59,0.34
2023-03-02 12:00:00,284.35,284.28,0.31
2023-03-02 12:15:00,284.54,284.52,0.25
2023-03-02 12:30:00,284.92,284.96,0.23
2023-03-02 12:45:00,285.77,285.84,0.24
2023-03-02 13:00:00,285.25,285.31,0.24
2023-03-02 13:15:00,285.68,285.75,0.27
2023-03-02 13:30:00,285.43,285.54,0.31
2023-03-02 13:45:00,285.43,285.56,0.34
2023-03-02 14:00:00,285.33,285.44,0.31
2023-03-02 14:15:00,286.08,286.15,0.28
2023-03-02 14:30:00,286.0,286.04,0.26
2023-03-02 14:45:00,286.04,286.07,0.27
2023-03-02 15:00:00,285.76,285.8,0.25
2023-03-02 15:15:00,285.59,285.64,0.23
2023-03-02 15:30:00,285.53,285.58,0.25
2023-03-02 15:45:00,286.04,286.1,0.27
2023-03-02 16:00:00,285.61,285.66,0.25
2023-03-02 16:15:00,285.29,285.31,0.24
2023-03-02 16:30:00,285.13,285.12,0.23
2023-03-02 16:45:00,285.6,285.57,0.24
2023-03-02 17:00:00,285.13,285.11,0.23
2023-03-02 17:15:00,285.02,285.01,0.22
2023-03-02 17:30:00,284.12,284.12,0.21
2023-03-02 17:45:00,284.12,284.13,0.21
2023-03-02 18:00:00,283.88,283.89,0.2
2023-03-02 18:15:00,283.97,284.02,0.17
2023-03-02 18:30:00,283.7,283.79,0.18
2023-03-02 18:45:00,283.34,283.45,0.21
2023-03-02 19:00:00,283.0,283.1,0.19
2023-03-02 19:15:00,282.52,282.64,0.19
2023-03-02 19:30:00,282.12,282.28,0.21
2023-03-02 19:45:00,281.91,282.09,0.23
2023-03-02 20:00:00,281.81,281.98,0.22
2023-03-02 20:15:00,281.58,281.76,0.21
2023-03-02 20:30:00,281.35,281.55,0.21
2023-03-02 20:45:00,281.2,281.42,0.22
